destinasi,review,sentiment,text_cleaned,sent_num
Orchid Forest Cikole,"Suasana 10/10
Tempatnya nyaman banget. Sejuknya pepohonan, hijau lingkungannya dan banyak spot tempat yg bagus. Recommend kalo nyari tempat buat refreshing.

Spot Foto 9/10
Lumayan banyak yang bisa dijadikan spot foto. Dari awal masuk sampai mau ke pintu keluar. Saranku lebih bagus datang sore karena lampu-lampu udah mulai nyala, kalo pagi ke siang itu masih belum. Ketika lampu nyala, itu keren banget karena spot foto nya jadi berasa lebih hidup

Biaya 7/10
Tiket masuk 50K per orang + Jasa 5K, lalu ada biaya parkir seikhlasnya. Di dalemnya ada beberapa spot yg harus bayar lagi rabbit park, mini golf dan jembatan(free flying fox). Tapi, untuk kembali ke area parkir disana ada free shuttle, jadi ga perlu repot naik lagi ke atas ke tempat masuk. Overall untuk biaya oke",Positive,suasana tempatnya nyaman banget sejuknya pepohonan hijau lingkungannya spot bagus recommend kalo mencari refreshing spot foto lumayan dijadikan spot foto masuk pintu saranku bagus sore lampu lampu nyala kalo pagi siang lampu nyala keren banget spot foto berasa hidup biaya tiket masuk orang jasa biaya parkir seikhlasnya dalemnya spot bayar rabbit park mini golf jembatan free flying fox area parkir disana free shuttle repot masuk overall biaya oke,1.0
Orchid Forest Cikole,"tempat refreshing ternyaman. semua fasilitasnya bersih. dateng sama keluarga oke, sama pasangan oke. bawa anakÂ² juga oke. ga nyesel, sekali kesana pgn kesana lagi",Positive,refreshing ternyaman fasilitasnya bersih keluarga oke pasangan oke bawa anakâ² oke menyesal kesana pengin kesana,1.0
Orchid Forest Cikole,"Tempatnya sejuk karena di sekeliling banyak pohon pinus dan bunga-bunga cantik yang membuat mata segar,,, ada sebagian tempat  yg harus bayar tiket lagi.. ð â¦",Positive,tempatnya sejuk sekeliling pohon pinus bunga bunga cantik mata segar bayar tiket ð â,1.0
Orchid Forest Cikole,"Tempatnya oke banget, parkiran juga tersedia, ada shuttle bus utk balik lagi ke parkiran. Hanya sangat disayangkan bukanya cuman sampai jam 18.00, mentok2 jam set 7. Buat ambil foto di spot yg ada lampu2 nya jadi terbatas, kalau bisa agak lebih lama gitu. Trims",Negative,tempatnya oke banget parkiran tersedia shuttle bus parkiran disayangkan bukanya cuman jam mentok jam set ambil foto spot lampu terbatas terima kasih,0.0
Orchid Forest Cikole,"Harga Tiket Masuk : 50rb/org , jika ingin memasuki area yg kecenya Orchid Cikole : Wood Bridge (Jembatan Kayu) harus bayar lagi 20rb ,, mungkin supaya tidak terlalu ramai  pengunjung yg mau kesitu, tapi menurut saya 20rb seperti tidak sepadan dengan hanya jalan saja, terkecuali 20rb sudah termasuk flying, itu worth it,,, overall keren kawasan nya, bersih, hijau, ada kawasan memasuki Bunga-bunga, dan satu lagi gratis antar dari ujung perjalanan orchid ke parkiran nya, tapi saya aga kurang puas dengan harus menunggu sampe penuh dulu, kalo bisa jangan nunggu sampe penuh, 4-6org saja seharusnya bisa jalan.. Jadi begitulah ulasan saya",Negative,harga tiket masuk ribu orang memasuki area kecenya orchid cikole wood bridge jembatan kayu bayar ribu tidak ramai pengunjung kesitu ribu tidak sepadan jalan terkecuali ribu flying worth overall keren kawasan bersih hijau kawasan memasuki bunga bunga gratis ujung perjalanan orchid parkiran aga kurang puas menunggu penuh kalo jangan menunggu penuh orang jalan ulasan,0.0
Orchid Forest Cikole,"Tempatnya bagus, bisa jadi spot foto yg oke banget, rekomen waktu sore2 sih. Ada minigolf juga yg bisa dimainin kalo udh bosen muterin hutan",Positive,tempatnya bagus spot foto oke banget rekomen sore minigolf dimainin kalo bosan muterin hutan,1.0
Orchid Forest Cikole,Bagus suasananya tenang. Bisa sambil rekreasi santai dengan keluarga. Anggreknya bagus tapi agak kurang banyak,Positive,bagus suasananya tenang rekreasi santai keluarga anggreknya bagus kurang,1.0
Orchid Forest Cikole,Petualangan Hutan Pinus yg sangat menyenangkan disertai dengan lokasi lokasi  spot yg bagus buat foto dan ber-selfie,Positive,petualangan hutan pinus menyenangkan disertai lokasi lokasi spot bagus foto ber selfie,1.0
Orchid Forest Cikole,"Ini ke dua kalinya ke tempat ini, lokasi yang terawat, bersih dan alami sekali. Udara yang dingin. Membawa orang tua kesini juga nyaman krn jalanan yang tidak berbatu. Untuk pulang ke lokasi parkir disediakan mobil gratis. Anak anak suka sekali dengan arena permain flying foxnya karena lintasannya jauh....rekomended sekali tempat wisata ini untuk yang senang keindahan alam.",Positive,kalinya lokasi terawat bersih alami udara dingin membawa orang tua kesini nyaman jalanan tidak berbatu pulang lokasi parkir disediakan mobil gratis anak anak suka arena permain flying foxnya lintasannya rekomended wisata senang keindahan alam,1.0
Orchid Forest Cikole,"Tempat yang luar biasa, hutan virus mini yang di lengkapi dengan bunga2 , area bermain, sport photo dan foodcourt menjadikan area wisata alam yang lengkap tentu menyenangkan",Positive,hutan virus mini lengkapi bunga area bermain sport photo foodcourt menjadikan area wisata alam lengkap menyenangkan,1.0
Orchid Forest Cikole,"2,5 tahun lalu ketika Kita out bond ini tempat masih hutan. Sekarang udah bagus. Cuma tiketnya yang Rp 35.000,00 lumayan juga karena kalau ingin lewat jembatan harus bayar lagi Rp 20.000,00.
Ada penginapan di depan pintu masuk. Ngak jauh amat..",Negative,out bond hutan bagus tiketnya rp lumayan jembatan bayar rp penginapan pintu masuk,0.0
Orchid Forest Cikole,"saya suka dengan konsep wisata alam ini, hutan pinus yang di design dengan kombinasi spot foto unik dan cukup kreatif. udaranya cukup sejuk, yang paling saya suka area wooden theater, jika disajikan atraksi atau jadwal show tertentu pasti akan lebih bagus. saya dateng dengan teman2 kantor, sudah sore hari, sehingga pengunjungnyapun tidak terlalu ramai karena jam operationalnya sendiri cuma sampai pukul 18.00.
Sayang saat itu hujan, jadi saya berteduh di caffee corner, namun krn sudah sore semua food stall juga sudah tutup. Jika ingin ke wooden bridge ternyata dikenakan biaya lagi 20k. menurut saya cukup mahal si, krn tiket masuknya saja sudah 35k/pax.  mungkin lebih tambah kembali atraksi lain sehingga pengunjung tidak bosan datang kembali.",Negative,suka konsep wisata alam hutan pinus design kombinasi spot foto unik kreatif udaranya sejuk suka area wooden theater disajikan atraksi jadwal show bagus teman kantor sore pengunjungnyapun tidak ramai jam operationalnya sayang hujan berteduh caffee corner sore food stall tutup wooden bridge dikenakan biaya mahal tiket masuknya pax atraksi pengunjung tidak bosan,0.0
Orchid Forest Cikole,"Bayar 50 per org utk weekend dan mbl 10 rb. Disana ada hutan pinus, cafe,  tempat utk foto2, taman orchid buat sy sih biasa2 aja tamannya. Anggrek nya jg yg umum2 aja. Utk tiket masuk 50 rb seorg sebenernya kemahalan krn kt tdk dpt apa2. Cuma jalan liat pohon pinus n taman Anggrek.",Negative,bayar orang weekend mbl ribu disana hutan pinus cafe foto taman orchid tamannya anggrek tiket masuk ribu kemahalan tidak jalan lihat pohon pinus n taman anggrek,0.0
Orchid Forest Cikole,"Tempat yang sangat cocok untuk yang mencari wisata alam. Tenpatnya sejuk, tenang dan indah. Banyak spot foto dan permainan. Bisa untuk tempat wedding juga. Harga sangat terjangkau. Di sediakan kendaraan saat pulang untuk kembali ke tempat parkir. Sayang jalan kendaraan agak rusak",Negative,cocok mencari wisata alam tenpatnya sejuk tenang indah spot foto permainan wedding harga terjangkau sediakan kendaraan pulang parkir sayang jalan kendaraan rusak,0.0
Orchid Forest Cikole,"Ke sini tahun 2020, saat itu untungnya masih sepi karena masih parah2nya covid. Hutan nya luas, vibe nya enak buat ngopi-ngopi santai sambil menikmati alam. Cuma sayangnya ada beberapa spot foto yang berbayar.",Negative,untungnya sepi parahnya covid hutan luas vibe enak ngopi ngopi santai menikmati alam sayangnya spot foto berbayar,0.0
Orchid Forest Cikole,"Tempatnya peacefull, udaranya segar banget, dinginnnnn... Banyak spot foto bagus. buat yang mau explore bandung. cocok banget ke sini.",Positive,tempatnya peacefull udaranya segar banget dinginnnnn spot foto bagus explore bandung cocok banget,1.0
Orchid Forest Cikole,"Kawasan Hutan Pinus yg Kekinian..
Utk HTM Weekend Rp. 25.000
Weekdays Rp. 35.000
Suasana disana sejuk bgt karna daerah pegunungan udaranya jadinya dingin. Tempatnya bersih dan setiap sudut pasti disediakan Tong s Sampah. Dan paling utama di Orchid Forest ini tuh yg bikin w suka disini Disediakan Toilet, Toiletnya pun BERSIH bgt, ada Tissu Toiletnya dan jaraknya gak jauh dari tiap wahana permainan. Mushola pun juga disediakan dan lagi Toiletnya pun bersih. ðð
Food Court nya juga disediakan dan tapi tdk terlalu banyak menunya.
Disini juga disediakan mobil golf untuk Lansia klo cape jalan jauh.
Wahana yg paling menarik disini namanya Wooden Bridge Jembatan Kayu yg panjang dan cukup tinggi. Utk naik wahananya dikenakan biaya 20/25rb gitu utk naiknya udah sekalian naik Flying Fox utk turun dari wahana.
Utk keluar dari Orchid Forest disediakan Shuttel Bus utk sampai ke Parkir Mobil/Motor.",Positive,kawasan hutan pinus kekinian htm weekend rp weekdays rp suasana disana sejuk banget daerah pegunungan udaranya dingin tempatnya bersih sudut disediakan tong si sampah utama orchid forest tuh bikin gue suka disediakan toilet toiletnya bersih banget tissu toiletnya jaraknya wahana permainan mushola disediakan toiletnya bersih ð ð food court disediakan tidak menunya disediakan mobil golf lansia kalo capek jalan wahana menarik namanya wooden bridge jembatan kayu wahananya dikenakan biaya ribu naiknya flying fox turun wahana orchid forest disediakan shuttel bus parkir mobil motor,1.0
Orchid Forest Cikole,Tempat liburan keluarga yang asik dan murah serta sejuk dan instragmable,Positive,liburan keluarga asik murah sejuk instragmable,1.0
Orchid Forest Cikole,"Tempatnya sejuk banget, kasih makan bunny (beli wortel) cuma 8rb aja, staff nya ramah semua, ditiap sudut ada tempat cuci tangan, toiletnya juga bersih, mushola nyaman banget, tempat makan juga nyaman, makanannya enak2 dan yang pasti bakal balik lagi kesini deh",Positive,tempatnya sejuk banget kasih makan bunny beli wortel ribu staff ramah ditiap sudut cuci tangan toiletnya bersih mushola nyaman banget makan nyaman makanannya enak kesini deh,1.0
Orchid Forest Cikole,"Jalan-jalan di antara hutan pinus & melihat anggrek di rumah kaca. Banyak spot foto dan playground untuk anak2 bermain. Ada mini golf jg, cukup menantang permainannya, ada 14 holes. Di dalam ada cukup banyak pilihan kedai makan, di sebelah tempat bermain anak. Di dekat gerbang masuk juga ada kedai pizza. Harus banyak jalan kaki jika kesini, namun karena udaranya sejuk jadi tidak masalah. Di pintu keluar dapat air mineral gratis, dengan menukarkan tiket masuk. Ada layanan shuttle bus di pintu keluar, untuk mengantar ke tempat parkir di atas; sebagian tidak pakai bus, tp pakai angkot masyarakat (bagus untuk pemberdayaan masyarakat sekitar).",Positive,jalan jalan hutan pinus anggrek rumah kaca spot foto playground anak bermain mini golf menantang permainannya holes pilihan kedai makan sebelah bermain anak gerbang masuk kedai pizza jalan kaki kesini udaranya sejuk tidak pintu air mineral gratis menukarkan tiket masuk layanan shuttle bus pintu mengantar parkir tidak pakai bus pakai angkot masyarakat bagus pemberdayaan masyarakat,1.0
Orchid Forest Cikole,"Tiket masuk lumayan , di dalam masih ada wahana berbayar juga.
tapi suasananya asri sejuk dingin.",Negative,tiket masuk lumayan wahana berbayar suasananya asri sejuk dingin,0.0
Orchid Forest Cikole,"Menyenangkan unk menikmati alam terbuka yg sejuk... sambil duduk2 ngeteh ngopi.. bakwan malang dan tahunya yg enak. Variasi angrek di dlm ruang kaca tidak sebanyak yg diharapkan. Sy membawa ibu sy menggunakan kursi roda, kurang  bersahabat. Sebaiknya disiapkan pintu kw luar dr samping sehingga mempermudah unk kita yg tdk bisa naik ke pintu keluar/masuk (untung ada petugas yg membantu membukakan pagar samping).
Dan harga masuknya yg cukup mahal, terutama terasa klw kita rombongan (itu yg sy dengar dr pengunjung lain), kami yg berenam jg terasa cukup lumayan. Mu gkin klw max 30.000 akan lebih banyak pengunjung.",Negative,menyenangkan unk menikmati alam terbuka sejuk duduk ngeteh ngopi bakwan malang tahunya enak variasi angrek ruang kaca tidak diharapkan membawa kursi roda kurang bersahabat disiapkan pintu kau samping mempermudah unk tidak pintu masuk untung petugas membantu membukakan pagar samping harga masuknya mahal rombongan dengar pengunjung berenam lumayan mu gkin max pengunjung,0.0
Orchid Forest Cikole,"cakepp tempatnya terus luas banget, tapi karena tempatnya luas jadi kita butuh effort buat menelusuri semua sudut, jalan menuju ke tempatnya juga lumayan rusak jadi harus pelan-pelan biar gak bocor ban motornya kaya Sayað¤
kalo hiling hiling di sini terbayarkan banget sihh sama pemandangannya ðð â¦",Negative,cakep tempatnya luas banget tempatnya luas butuh effort menelusuri sudut jalan tempatnya lumayan rusak pelan pelan biar bocor ban motornya kayak sayað kalo hiling hiling terbayarkan banget pemandangannya ð ð â,0.0
Orchid Forest Cikole,"Cocok buat orang-orang yang suka alam.
Udaranya sejuk dan buat saya suasananya romantis
Banyak spot foto yang instagramable.
Butuh waktu seharian disana karena banyak spot yang harus dikunjungi.
Harus siap capek juga karena tempatnya luas.
Tapi tempat ini tutup jam 5 sore.
Harga tiket masuknya 30 ribu/orang.",Positive,cocok orang orang suka alam udaranya sejuk suasananya romantis spot foto instagramable butuh seharian disana spot dikunjungi capek tempatnya luas tutup jam sore harga tiket masuknya ribu orang,1.0
Orchid Forest Cikole,"Tempatnya seru & luas banget, banyak spot foto yg ciamik, sepertinya bakal ada spot baru lagi yg akan dibuat, seneng juga bisa ngasih makan kelinci2 imut, keren...",Positive,tempatnya seru luas banget spot foto ciamik spot senang mengasih makan kelinci imut keren,1.0
Orchid Forest Cikole,Bagus tempatnya. Sayang jalan akses sesudah loket masuk jelek dan berlubang lubang.  Mohon agar akses jalannya diperhatikan agar wisatanya banyak dikunjungin banyak orang,Negative,bagus tempatnya sayang jalan akses loket masuk jelek berlubang lubang mohon akses jalannya diperhatikan wisatanya dikunjungin orang,0.0
Orchid Forest Cikole,"Tiket masuk 35 ribu/orang (bisa ditukar dengan air mineral) .
Parkiran luas, di bawah untuk bis di atas untuk mobil roda 4 dan sepeda motor .
Untuk spot photo jangan ditanya, banyak sekali spot2 yg bagus. Asal kuat jalan nya aja wkwkwk",Positive,tiket masuk ribu orang ditukar air mineral parkiran luas bis mobil roda sepeda motor spot photo jangan spot bagus kuat jalan wkwkwk,1.0
Orchid Forest Cikole,"Tempat favorite deh kayanya...... Tempatnya yg luas ditengah hutan pinus.. Ditambah berbagai spot yg menarik
Udaranya segar... Cocok bagi yg melepas penat....butuh udara fresh suasana yg sangat nyaman dan cocok untuk anak kecil... ðð
Saran saya pake sepatu ya jgn pakai sandal lebih nyaman jalan2nya..

Tempatnya mudah dijangkau dekat dengan grafika cikole...
Bukanya jam 8.00 weekend
Untuk weekday jam 09.00
Saya dateng pagian siy jam 9 pagi jd masih seger parkiran msh ada.... Klo agak siangan parkir penuh tp tetap nyaman ada yg ngaturnya koq...
Tutupnya sktr jam 6 sorean kayanya.

Tiket masuknya 35rb / orang sudah termasuk parkir
Kebetulan saya bawa anak umur 4th dia gk bayar jd kami cm bayar untuk 3 orang saja.

Semua wahana gratis termasuk ke taman anggrek dan taman kelinci

Gratisss.. Tisss... ðð

Yg bayar cuma naik ke jembatan bayar 20ribu...anak kecil jg byr...
tapi tiket itu digunakan kmbali naik flying fox.

Hehe ....saran lebih baik naik flying fox ya.... Saya kmren gk dipakai karena pakai rok...klo gelantungan pake rok aduuhhh berabe... ð
jd jalan lagi deh ke bawah... Capee haha... Tapi seruu biar agak kurusan 1 ons.

Makanan disana ada cafe pine...
Trs ada jg tmpt nongkrong2 cantik dan minum kopi
Harganya murah koq 25rbuan untuk makanan...minuman standar ya
Saran saya siy bawa makanan ringan dan minum di tas ya soalnya gkboleh bawa makanan ya apalgi gelar tiker piknik..hehe (hobbypadahalpikniksambil bekal) ð
terutamaa kalo bawa anak kecil.... Pas jalan2 qn hauss bangett

Ehh ya setelah sampe di ujung...pas balik lagi ke parkiran nti ada mobil free ya dari orchid forrest....

Daaaaannn jgn lupa tiket jgn dbuang nti diganti sama air kemasan botol pas mo balik..... Mantabbb dehhhððððð

Ayo jalan2 ke orchid forrest... Selamat berwisata ya semoga bermanfaat",Positive,favorite deh kayanya tempatnya luas ditengah hutan pinus ditambah spot menarik udaranya segar cocok melepas penat butuh udara fresh suasana nyaman cocok anak ð ð saran pakai sepatu ya jangan pakai sandal nyaman jalannya tempatnya mudah dijangkau grafika cikole bukanya jam weekend weekday jam pagian siy jam pagi segar parkiran kalo siangan parkir penuh nyaman ngaturnya tutupnya sktr jam sorean kayanya tiket masuknya ribu orang parkir bawa anak umur bayar bayar orang wahana gratis taman anggrek taman kelinci gratis tisss ð ð bayar jembatan bayar ribu anak byr tiket flying fox hehe saran flying fox ya kemarin dipakai pakai rok kalo gelantungan pakai rok aduh berabe ð jalan deh cape haha seru biar kurusan ons makanan disana cafe pine nongkrong cantik minum kopi harganya murah rbuan makanan minuman standar ya saran siy bawa makanan ringan minum tas ya gkboleh bawa makanan ya gelar tiker piknik hehe hobbypadahalpikniksambil bekal ð terutamaa kalo bawa anak pas jalan qn hauss banget eh ya ujung pas parkiran mobil free ya orchid forrest daaaaannn jangan lupa tiket jangan dbuang diganti air kemasan botol pas mantabbb dehhhð ð ð ð ð ayo jalan orchid forrest selamat berwisata ya semoga bermanfaat,1.0
